Date,Adj_Close
2024-08-17,141.7985076904297
2024-08-18,142.58688354492188
2024-08-19,144.34368896484375
2024-08-20,143.16773986816406
2024-08-21,142.70960998535156
2024-08-22,143.2579345703125
2024-08-23,153.10708618164062
2024-08-24,160.73175048828125
2024-08-25,158.90911865234375
2024-08-26,157.23687744140625
2024-08-27,146.8970947265625
2024-08-28,143.89138793945312
2024-08-29,140.0540313720703
2024-08-30,138.09999084472656
2024-08-31,135.37425231933594
2024-09-01,128.6905517578125
2024-09-02,135.0023651123047
2024-09-03,127.57758331298828
2024-09-04,133.60391235351562
2024-09-05,129.32894897460938
2024-09-06,124.99007415771484
2024-09-07,127.72156524658203
2024-09-08,129.98951721191406
2024-09-09,135.02561950683594
2024-09-10,135.63522338867188
2024-09-11,132.4973907470703
2024-09-12,136.14190673828125
2024-09-13,139.1005401611328
2024-09-14,137.17977905273438
2024-09-15,131.4993896484375
2024-09-16,131.47259521484375
2024-09-17,131.53707885742188
2024-09-18,133.99185180664062
2024-09-19,142.83627319335938
2024-09-20,146.56680297851562
2024-09-21,149.52703857421875
2024-09-22,144.80364990234375
2024-09-23,144.8149871826172
2024-09-24,152.89215087890625
2024-09-25,148.02342224121094
2024-09-26,155.5760955810547
2024-09-27,157.74993896484375
2024-09-28,156.9124298095703
2024-09-29,158.62916564941406
2024-09-30,152.61846923828125
2024-10-01,145.28988647460938
2024-10-02,140.38555908203125
2024-10-03,136.78518676757812
2024-10-04,143.17227172851562
2024-10-05,142.7117462158203
2024-10-06,146.44236755371094
2024-10-07,143.99179077148438
2024-10-08,143.39442443847656
2024-10-09,139.31553649902344
2024-10-10,138.88841247558594
2024-10-11,145.3811492919922
2024-10-12,146.5002899169922
2024-10-13,147.5724334716797
2024-10-14,157.44512939453125
2024-10-15,154.7206268310547
2024-10-16,154.23422241210938
2024-10-17,150.31602478027344
2024-10-18,154.97593688964844
2024-10-19,159.6393585205078
2024-10-20,166.9398193359375
2024-10-21,166.2168731689453
2024-10-22,167.26014709472656
2024-10-23,170.9324951171875
2024-10-24,177.1569366455078
2024-10-25,164.75689697265625
2024-10-26,170.70596313476562
2024-10-27,176.5491943359375
2024-10-28,178.1049041748047
2024-10-29,179.36074829101562
2024-10-30,174.9249725341797
2024-10-31,168.42999267578125
2024-11-01,166.2621307373047
2024-11-02,166.01034545898438
2024-11-03,162.55130004882812
2024-11-04,157.74710083007812
2024-11-05,166.72239685058594
2024-11-06,186.9547882080078
2024-11-07,196.3345947265625
2024-11-08,199.9390106201172
2024-11-09,200.19491577148438
2024-11-10,210.6137237548828
2024-11-11,222.6416778564453
2024-11-12,212.2318115234375
2024-11-13,215.18455505371094
2024-11-14,209.2190704345703
2024-11-15,218.09490966796875
2024-11-16,215.8488311767578
2024-11-17,237.57553100585938
2024-11-18,239.79425048828125
2024-11-19,238.09754943847656
2024-11-20,235.4236602783203
2024-11-21,257.0658874511719
2024-11-22,256.5186767578125
2024-11-23,255.1785125732422
2024-11-24,252.91952514648438
2024-11-25,234.4466094970703
2024-11-26,230.9781951904297
2024-11-27,242.30221557617188
2024-11-28,237.76400756835938
2024-11-29,243.54949951171875
2024-11-30,237.74374389648438
2024-12-01,237.06993103027344
2024-12-02,225.75619506835938
2024-12-03,234.2003173828125
2024-12-04,229.11929321289062
2024-12-05,233.9987030029297
2024-12-06,237.0510711669922
2024-12-07,238.54795837402344
2024-12-08,236.67233276367188
2024-12-09,217.34146118164062
2024-12-10,213.82461547851562
2024-12-11,227.44683837890625
2024-12-12,227.02671813964844
2024-12-13,224.83729553222656
2024-12-14,219.84075927734375
2024-12-15,223.6576690673828
2024-12-16,216.3349609375
2024-12-17,222.8167266845703
2024-12-18,206.38174438476562
2024-12-19,194.28451538085938
2024-12-20,194.2081756591797
2024-12-21,181.30145263671875
2024-12-22,180.16891479492188
2024-12-23,189.75369262695312
2024-12-24,196.98902893066406
2024-12-25,197.4790802001953
2024-12-26,188.21810913085938
2024-12-27,183.82847595214844
2024-12-28,195.01353454589844
2024-12-29,189.7442626953125
2024-12-30,191.02804565429688
2024-12-31,189.2644805908203
2025-01-01,193.8737335205078
2025-01-02,207.7670440673828
2025-01-03,217.74732971191406
2025-01-04,216.6229248046875
2025-01-05,213.3936309814453
2025-01-06,218.72312927246094
2025-01-07,202.23025512695312
2025-01-08,197.55905151367188
2025-01-09,185.02528381347656
2025-01-10,187.5791778564453
2025-01-11,187.99551391601562
2025-01-12,188.5603790283203
2025-01-13,182.83535766601562
2025-01-14,187.49859619140625
2025-01-15,205.91134643554688
2025-01-16,211.22784423828125
2025-01-17,219.62161254882812
2025-01-18,261.8697509765625
2025-01-19,250.58636474609375
2025-01-20,242.25022888183594
2025-01-21,250.41378784179688
2025-01-22,257.23736572265625
2025-01-23,253.4552001953125
2025-01-24,253.36122131347656
2025-01-25,256.0735778808594
2025-01-26,240.88345336914062
2025-01-27,235.07444763183594
2025-01-28,227.20396423339844
2025-01-29,227.94493103027344
2025-01-30,239.0231475830078
2025-01-31,231.63790893554688
2025-02-01,213.78501892089844
2025-02-02,203.11962890625
2025-02-03,216.1495819091797
2025-02-04,207.09197998046875
2025-02-05,195.98814392089844
2025-02-06,189.77249145507812
2025-02-07,192.20465087890625
2025-02-08,199.5998992919922
2025-02-09,200.49755859375
2025-02-10,200.35635375976562
2025-02-11,197.98236083984375
2025-02-12,196.7738037109375
2025-02-13,194.46095275878906
2025-02-14,199.9356689453125
2025-02-15,194.48208618164062
2025-02-16,188.4864044189453
2025-02-17,177.6897430419922
2025-02-18,169.08428955078125
2025-02-19,169.01080322265625
2025-02-20,176.04888916015625
2025-02-21,168.89163208007812
2025-02-22,172.16285705566406
2025-02-23,168.03811645507812
2025-02-24,141.98948669433594
2025-02-25,144.10775756835938
2025-02-26,134.83132934570312
2025-02-27,137.6208038330078
2025-02-28,148.03001403808594
2025-03-01,143.6757049560547
2025-03-02,178.49549865722656
2025-03-03,142.02108764648438
2025-03-04,144.9165802001953
2025-03-05,146.26730346679688
2025-03-06,143.355224609375
2025-03-07,139.20913696289062
2025-03-08,136.94207763671875
2025-03-09,126.43543243408203
2025-03-10,118.291748046875
2025-03-11,125.26394653320312
2025-03-12,126.58324432373047
2025-03-13,123.28614807128906
2025-03-14,133.31448364257812
2025-03-15,135.91253662109375
2025-03-16,125.98810577392578
2025-03-17,128.16371154785156
2025-03-18,125.31269836425781
2025-03-19,135.572509765625
2025-03-20,127.49718475341797
2025-03-21,128.43031311035156
2025-03-22,128.4849853515625
2025-03-23,132.5993194580078
2025-03-24,140.86927795410156
2025-03-25,143.81707763671875
2025-03-26,137.28857421875
2025-03-27,138.34738159179688
2025-03-28,129.42315673828125
2025-03-29,124.587646484375
2025-03-30,124.64263153076172
2025-03-31,124.69412994384766
2025-04-01,126.68238067626953
2025-04-02,117.75762939453125
2025-04-03,117.06145477294922
2025-04-04,122.78688049316406
2025-04-05,120.25899505615234
2025-04-06,105.7120132446289
2025-04-07,106.90277862548828
2025-04-08,105.51219177246094
2025-04-09,119.05754089355469
2025-04-10,112.80392456054688
2025-04-11,121.53237915039062
2025-04-12,132.26055908203125
2025-04-13,128.58079528808594
2025-04-14,129.3103790283203
2025-04-15,126.26313018798828
2025-04-16,131.44969177246094
2025-04-17,134.69874572753906
2025-04-18,134.07350158691406
2025-04-19,139.75025939941406
2025-04-20,137.77459716796875
2025-04-21,136.7043914794922
2025-04-22,148.73941040039062
2025-04-23,151.15272521972656
2025-04-24,152.3036346435547
2025-04-25,150.91500854492188
2025-04-26,149.28936767578125
2025-04-27,148.24583435058594
2025-04-28,147.8099365234375
2025-04-29,146.42787170410156
2025-04-30,147.64320373535156
2025-05-01,150.84658813476562
2025-05-02,148.05003356933594
2025-05-03,146.79605102539062
2025-05-04,143.98306274414062
2025-05-05,146.69664001464844
2025-05-06,146.7664031982422
2025-05-07,147.2137451171875
2025-05-08,163.96078491210938
2025-05-09,172.82827758789062
2025-05-10,177.62181091308594
2025-05-11,173.02645874023438
2025-05-12,174.24789428710938
2025-05-13,184.00625610351562
2025-05-14,176.709228515625
2025-05-15,169.00999450683594
2025-05-16,167.33395385742188
2025-05-17,165.9308319091797
2025-05-18,173.89871215820312
2025-05-19,166.86422729492188
2025-05-20,168.4836883544922
2025-05-21,173.68173217773438
2025-05-22,179.69094848632812
2025-05-23,173.82542419433594
2025-05-24,176.0424041748047
2025-05-25,175.72547912597656
2025-05-26,174.90789794921875
2025-05-27,176.815185546875
2025-05-28,172.18955993652344
2025-05-29,166.5881805419922
2025-05-30,156.23471069335938
2025-05-31,156.63894653320312
2025-06-01,157.7845458984375
2025-06-02,156.99806213378906
2025-06-03,155.34317016601562
2025-06-04,153.35964965820312
2025-06-05,144.54295349121094
2025-06-06,147.9131317138672
2025-06-07,150.13406372070312
2025-06-08,152.4300994873047
2025-06-09,161.08865356445312
2025-06-10,165.02816772460938
2025-06-11,161.0558624267578
2025-06-12,152.7896728515625
2025-06-13,148.62835693359375
2025-06-14,144.7637481689453
2025-06-15,152.81439208984375
2025-06-16,150.8699951171875
2025-06-17,147.7498016357422
2025-06-18,146.35311889648438
2025-06-19,147.07147216796875
2025-06-20,140.16859436035156
2025-06-21,135.1610107421875
2025-06-22,131.61569213867188
2025-06-23,144.8467254638672
2025-06-24,145.95452880859375
2025-06-25,143.505126953125
2025-06-26,139.0598602294922
2025-06-27,142.1914825439453
2025-06-28,150.8275604248047
2025-06-29,153.35308837890625
2025-06-30,154.7353057861328
2025-07-01,146.9266357421875
2025-07-02,152.22763061523438
2025-07-03,152.40179443359375
2025-07-04,147.76364135742188
